No,Kode Saham,Nama Perusahaan,Remarks,Sebelumnya,Open Price,Tanggal Perdagangan Terakhir,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
310,FOOD,Sentra Food Indonesia Tbk.,--U-2130000000D222------------,118,0,24 Jun 2024,0,128,118,120,2,254600,31052500,84,88.9,120,2400,119,14000,650000000,650000000,150020000,0,0,0,0,0
311,FORU,Fortune Indonesia Tbk,--U-2130000000E611------------,810,0,24 Jun 2024,0,0,0,810,0,0,0,0,623.1,0,0,0,0,465224000,465224000,50011580,0,0,0,0,0
312,FORZ,Forza Land Indonesia Tbk.,--U-4100000000H111B--L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,22.7,0,0,0,0,1984009887,1984009887,1105688710,0,0,0,0,0
313,FPNI,Lotte Chemical Titan Tbk.,--U-2135000000B111------------,153,0,24 Jun 2024,0,160,154,160,7,251900,39725700,82,48.5,160,14800,157,157800,5566414000,5566414000,534375744,0,60700,0,0,0
314,FREN,Smartfren Telecom Tbk.,--U-4135000000J321-----------X,44,0,24 Jun 2024,0,44,42,42,-2,51677100,2212582600,748,2.3,43,4138600,42,4836900,476703802764,476703802764,149637178222,5283200,1147500,0,0,0
315,FUJI,Fuji Finance Indonesia Tbk.,--U-2100000000G211------------,226,0,24 Jun 2024,0,224,216,216,-10,4900,1068400,7,196.4,224,5200,216,2100,1300000000,1300000000,134680000,0,0,0,0,0
316,FUTR,Lini Imaji Kreasi Ekosistem Tbk.,--U-4130000000E611-----------X,15,0,24 Jun 2024,0,14,14,14,-1,607000,8498000,50,14,14,51394100,0,0,6390020173,6390020173,2881259275,0,0,0,0,0
317,FWCT,Wijaya Cahaya Timber Tbk.,XDU-2130000000B151------------,115,0,24 Jun 2024,0,120,110,113,-2,12692600,1462417400,2194,95.8,113,158600,112,364700,1875000000,1875000000,318000000,2092700,282300,0,0,0
318,GAMA,Aksara Global Development Tbk.,--U-4100000000H111---L---Y---X,18,0,24 Jun 2024,0,0,0,18,0,0,0,0,17.1,0,0,0,0,10011027656,10011027656,6900601363,0,0,0,0,0
319,GDST,Gunawan Dianjaya Steel Tbk.,CDU-4135000000B144-----------X,118,0,24 Jun 2024,0,129,116,128,10,2799400,347305000,118,80,128,86100,126,70500,9242500000,9242500000,268032500,765200,0,0,0,0
320,GDYR,Goodyear Indonesia Tbk.,--U-2130000000E112------------,1430,0,24 Jun 2024,0,1430,1365,1385,-45,463300,647140500,74,1108,1400,900,1385,200,410000000,410000000,28167000,0,412700,0,0,0
321,GEMA,Gema Grahasarana Tbk.,CDU-2130000000E211------------,266,0,24 Jun 2024,0,290,268,268,2,16900,4725800,30,595.6,286,11300,268,12600,1600000000,1600000000,342560000,2400,2000,0,0,0
322,GEMS,Golden Energy Mines Tbk.,XDU-1135000000A121------------,6850,0,24 Jun 2024,0,6950,6775,6950,100,279700,1923690000,446,278,6950,43400,6900,200,5882353000,5882353000,706470595,2100,245500,0,0,0
323,GGRM,Gudang Garam Tbk.,--MO1H05970000D311------------,18350,18425,24 Jun 2024,18425,18575,18250,18300,-50,364900,6698087500,681,714.1,18300,6000,18275,36100,1924088000,1924088000,330173501,147700,12700,96,1778400,1
324,GGRP,Gunung Raja Paksi Tbk.,--U-4135000000B144-----------X,422,0,24 Jun 2024,0,414,414,414,-8,168700,69841800,20,49.3,420,2100,414,270200,12111376157,12111376157,1230515818,152200,0,0,0,0
325,GHON,Gihon Telekomunikasi Indonesia Tbk.,XDU-2135000000J321------------,1640,0,24 Jun 2024,0,1720,1600,1605,-35,28100,45794000,45,137.2,1645,100,1605,500,550000000,550000000,72050000,1300,0,0,0,0
326,GIAA,Garuda Indonesia (Persero) Tbk.,--U-4135000000K111-E---------X,52,0,24 Jun 2024,0,52,51,52,0,4784600,244079800,213,7.6,52,1055900,51,6505300,91480783837,91480783837,24461961598,10000,100,0,0,0
327,GJTL,Gajah Tunggal Tbk.,--S-1175F60000E112------------,1080,0,24 Jun 2024,0,1100,1075,1085,5,3312300,3609505000,1102,213,1090,30300,1085,42000,3484800000,3484800000,1213407360,245200,411100,20000,26000000,1
328,GLOB,Globe Kita Terang Tbk.,--U-4100000000E742-E---------X,75,0,24 Jun 2024,0,0,0,75,0,0,0,0,6.5,75,11300,0,0,1111112000,1111112000,114555647,0,0,0,0,0
329,GLVA,Galva Technologies Tbk.,CDU-2130000000I231------------,306,0,24 Jun 2024,0,316,308,316,10,30000,9336400,57,139.8,316,16900,314,500,1500000000,1500000000,508500000,0,5900,0,0,0
330,GMFI,Garuda Maintenance Facility Aero Asia Tbk.,--U-4105000000J111-E---------X,51,0,24 Jun 2024,0,51,50,50,-1,1063500,53316400,43,12.5,50,218300,49,1000,28233511500,28233511500,2823351150,0,0,0,0,0
331,GMTD,Gowa Makassar Tourism Development Tbk.,--U-2135000000H111------------,3330,0,24 Jun 2024,0,3700,3100,3320,-10,23000,77506000,85,5767.9,3320,1200,3250,100,1015380000,1015380000,103162608,0,3900,0,0,0
332,GOLD,Visi Telekomunikasi Infrastruktur Tbk.,--U-2130000000J321------------,322,0,24 Jun 2024,0,324,302,302,-20,34500,11015600,29,178.7,312,400,302,4400,1277276000,1277276000,133730797,0,0,0,0,0
333,GOLL,Golden Plantation Tbk.,--U-4100000000D232B--L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,17.4,0,0,0,0,3665000759,3665000759,864207179,0,0,0,0,0
334,GOOD,Garudafood Putra Putri Jaya Tbk.,--S-1135000000D222------------,366,0,24 Jun 2024,0,366,354,366,0,202100,73454600,180,142.4,366,390000,362,54200,36897901455,36897901455,7682143083,58800,5800,0,0,0
335,GOTO,GoTo Gojek Tokopedia Tbk.,--UO5SD0F44000I111----------K-,50,50,24 Jun 2024,50,51,50,51,1,1898379900,95220370500,13864,15.1,51,1776490800,50,64997200,1201409662836,1201409662836,878831168365,904880400,592850400,1866932681,6397774162,40
336,GPRA,Perdana Gapuraprima Tbk.,--S-2130000000H111------------,79,0,24 Jun 2024,0,81,78,79,0,3110300,246439800,172,34.1,80,930100,79,984800,4276655336,4276655336,1083704462,469300,0,0,0,0
337,GPSO,Geoprima Solusi Tbk.,--U-2130000000C143------------,136,0,24 Jun 2024,0,148,131,136,0,2765300,380246600,1070,75.6,136,36600,135,8700,666741103,666741103,129881167,551800,55000,0,0,0
338,GRIA,Ingria Pratama Capitalindo Tbk.,--U-2130000000H111------------,196,0,24 Jun 2024,0,198,167,167,-29,27100000,5037198600,1112,139.2,168,772400,167,158900,7375720674,1725000000,1285588113,7579800,1105900,0,0,0
339,GRPH,Griptha Putra Persada Tbk.,--U-2130000000E512------------,50,0,24 Jun 2024,0,50,50,50,0,3700,185000,4,48.5,50,18227700,0,0,1000000000,200000000,204000000,0,0,0,0,0
340,GRPM,Graha Prima Mentari Tbk.,XDU-3000000000D212------------,44,0,24 Jun 2024,0,45,43,44,0,20000,864600,21,36.7,44,18500,43,189400,1545004909,1545004909,0,0,0,0,0,0
341,GSMF,Equity Development Investment Tbk.,--U-2100000000G511------------,50,0,24 Jun 2024,0,50,50,50,0,34000,1700000,3,5.9,50,5801300,0,0,14230399705,14230399705,4035741356,0,0,0,0,0
342,GTBO,Garda Tujuh Buana Tbk,--U-2130000000A121------------,238,0,24 Jun 2024,0,246,222,238,0,129000,30763400,108,207,238,7700,236,400,2500000000,2500000000,188250000,200,0,0,0,0
343,GTRA,Grahaprima Suksesmandiri Tbk.,--S-2800000000K211------------,115,0,24 Jun 2024,0,117,106,113,-2,1262200,145039400,224,75.3,113,11500,112,94100,1894375000,1894375000,378875000,51700,0,0,0,0
344,GTSI,GTS Internasional Tbk.,--U-4130000000A112-----------X,23,0,24 Jun 2024,0,23,23,23,0,2812900,64696700,95,23,24,286200,23,652900,15819142767,15819142767,2399763958,0,0,0,0,0
345,GULA,Aman Agrindo Tbk.,--S-2130000000D222------------,730,0,24 Jun 2024,0,760,720,720,-10,17404400,12954873000,2531,288,735,34600,720,2581400,1070362500,1070362500,211610666,1184400,3802000,0,0,0
346,GWSA,Greenwood Sejahtera Tbk.,--U-1135000000E512------------,141,0,24 Jun 2024,0,143,140,141,0,13200,1850400,11,56.4,141,4300,140,25500,7800760000,7800760000,1599155800,0,0,0,0,0
347,GZCO,Gozco Plantations Tbk.,--U-2130000000D232------------,84,0,24 Jun 2024,0,86,83,84,0,11494600,972361000,787,44.7,84,785700,83,1461400,6000000000,6000000000,2106600000,1135400,574700,0,0,0
348,HADE,Himalaya Energi Perkasa Tbk.,--U-4100000000J421-----------X,2,0,24 Jun 2024,0,3,2,3,1,646700,1413200,23,7.9,3,8053000,2,6894600,2120000000,2120000000,1000004000,0,0,0,0,0
349,HAIS,Hasnur Internasional Shipping Tbk.,--S-2130000000K211------------,208,0,24 Jun 2024,0,208,206,208,0,924200,192111200,102,69.3,208,26800,206,300000,2626250000,2620231500,525250000,0,0,0,0,0
350,HAJJ,Arsy Buana Travelindo Tbk.,--U-3000000000E513------------,111,0,24 Jun 2024,0,113,102,111,0,169300,18763300,69,79.3,112,6500,111,400,2290521994,2290521994,0,0,36800,0,0,0
351,HALO,Haloni Jane Tbk.,--U-2130000000F112------------,52,0,24 Jun 2024,0,52,50,50,-2,5522200,277069200,271,50,50,387000,0,0,5650011235,5650011235,1053161749,0,0,0,0,0
352,HATM,Habco Trans Maritima Tbk.,--U-1135000000K211------------,226,0,24 Jun 2024,0,242,224,240,14,44233700,10157963200,559,150,242,385600,240,166700,7000000000,6997101900,1386000000,122200,7186800,0,0,0
353,HBAT,Minahasa Membangun Hebat Tbk.,--U-3000000000H111------------,30,0,24 Jun 2024,0,32,29,29,-1,157300,4720800,256,26.9,30,700,29,168300,1040740800,572980800,0,0,59300,0,0,0
354,HDFA,Radana Bhaskara Finance Tbk.,--U-2100000000G211------------,85,0,24 Jun 2024,0,86,86,86,1,500,43000,1,48.4,86,117200,83,1400,6542445783,6542445783,498534369,0,0,0,0,0
355,HDIT,Hensel Davest Indonesia Tbk.,--U-4130000000I111-----------X,7,0,24 Jun 2024,0,8,7,8,1,1055800,7683900,43,1.5,8,238700,7,2225700,1524680000,1524680000,726510020,0,0,0,0,0
356,HDTX,Panasia Indo Resources Tbk.,--U-4100000000E413-E---------X,120,0,24 Jun 2024,0,0,0,120,0,0,0,0,18.9,0,0,0,0,3601462800,3601462800,25570386,0,0,0,0,0
357,HEAL,Medikaloka Hermina Tbk.,XDS-183FM2G000F121------------,1360,0,24 Jun 2024,0,1365,1350,1355,-5,3733600,5068095500,928,183.1,1360,22800,1355,466000,15365950000,15365950000,9740397585,875000,2386700,5364800,7278033600,7
358,HELI,Jaya Trishindo Tbk.,--U-4100000000K111-----------X,147,0,24 Jun 2024,0,161,161,161,14,134900,21718900,42,146.4,0,0,161,60100,832862387,832862387,69877154,0,0,0,0,0
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,690,0,24 Jun 2024,0,0,0,690,0,0,0,0,1440.3,690,112800,670,100,4183634000,4183634000,444720294,0,0,0,0,0
360,HEXA,Hexindo Adiperkasa Tbk.,--U-1135000000C141------------,6250,0,24 Jun 2024,0,6275,6075,6100,-150,1074600,6617980000,1057,1867.4,6100,10000,6075,66300,840000000,840000000,171696000,852700,271300,0,0,0
361,HILL,Hillcon Tbk.,--M-1105000000A132------------,2920,0,24 Jun 2024,0,2930,2840,2920,0,2364800,6852969000,390,233.6,2920,62300,2890,13900,2948300000,2948300000,442245000,353200,107500,0,0,0
362,HITS,Humpuss Intermoda Transportasi Tbk.,--U-1135000000A112------------,354,0,24 Jun 2024,0,364,332,344,-10,66400,22941000,72,529.2,346,300,344,400,7101084801,7101084801,1046699900,3100,2200,0,0,0
363,HKMU,HK Metals Utama Tbk.,--U-4100000000B141BEDL-------X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,21.7,0,0,0,0,3221750000,3221750000,3221750000,0,0,0,0,0
364,HMSP,H.M. Sampoerna Tbk.,--M-2100000000D311------------,695,0,24 Jun 2024,0,715,695,695,0,21014600,14783281000,2791,3469.4,695,39000,690,983100,116318076900,116318076900,8654064921,5962000,3171500,0,0,0
365,HOKI,Buyung Poetra Sembada Tbk.,--S-1135000000D222------------,149,0,24 Jun 2024,0,151,147,147,-2,3863500,571832900,352,190.3,149,78500,147,476000,9677752680,9677752680,2447503653,0,168200,0,0,0
366,HOME,Hotel Mandarine Regency Tbk.,--U-4105000000E512--AL---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,53.2,0,0,0,0,22212194782,22212194782,13385068576,0,0,0,0,0
367,HOMI,Grand House Mulia Tbk.,--U-2130000000H111------------,145,0,24 Jun 2024,0,154,145,151,6,8900,1325000,17,79.8,151,73200,145,3600,1575000000,1575000000,252000000,100,0,0,0,0
368,HOPE,Harapan Duta Pertiwi Tbk.,--U-4130000000C141-----------X,20,0,24 Jun 2024,0,20,20,20,0,41700,834000,10,16.9,20,1188100,19,23000,2130360203,2130360203,693858317,0,0,0,0,0
369,HOTL,Saraswati Griya Lestari Tbk.,--U-4100000000E512M--L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,27,0,0,0,0,3550001452,3550001452,707515289,0,0,0,0,0
370,HRME,Menteng Heritage Realty Tbk.,--U-4130000000E512-----------X,21,0,24 Jun 2024,0,23,22,22,1,57300,1263100,8,21,21,7900,20,10000,5958750000,5958750000,870573375,0,0,0,0,0
371,HRTA,Hartadinata Abadi Tbk.,--S-180F000000E411------------,354,0,24 Jun 2024,0,358,348,352,-2,4116200,1451460000,310,117.3,354,118100,352,19700,4605262400,4605262400,1312039258,1001300,0,0,0,0
372,HRUM,Harum Energy Tbk.,--MO1H7CM70000A121------------,1130,1135,24 Jun 2024,1140,1160,1100,1120,-10,7150800,8040756500,2211,107.5,1125,500,1120,91900,13518100000,13518100000,2515718410,2709200,826300,0,0,0
373,HUMI,Humpuss Maritim Internasional Tbk.,CDU-1130000000A112------------,82,0,24 Jun 2024,0,83,81,81,-1,11354200,921958000,758,81,81,382800,80,1982400,18046486445,2707366445,2706971669,367100,0,0,0,0
374,HYGN,Ecocare Indo Pasifik Tbk.,XDU-2130000000C222------------,142,0,24 Jun 2024,0,146,139,146,4,4623300,664050900,1191,100.7,147,329500,144,66300,2525000000,514900000,524947500,294800,594000,0,0,0
375,IATA,MNC Energy Investments Tbk.,--U-4135000000A121-----------X,27,0,24 Jun 2024,0,29,29,29,2,7735500,224329500,98,22.3,0,0,29,27633300,25238245388,25238245388,14108179172,1155000,0,0,0,0
376,IBFN,Intan Baru Prana Tbk.,--U-4100000000C141-E---------X,7,0,24 Jun 2024,0,0,0,7,0,0,0,0,0.5,0,0,7,92600,1517332349,1517332349,286017148,0,0,0,0,0
377,IBOS,Indo Boga Sukses Tbk.,--U-3000000000D222------------,212,0,24 Jun 2024,0,224,191,204,-8,75447900,14827558000,2652,204,204,216400,202,5140500,8065789529,8065789529,0,2981800,798500,0,0,0
378,IBST,Inti Bangun Sejahtera Tbk.,--U-4135000000J321-----------X,5525,0,24 Jun 2024,0,5525,5525,5525,0,100,552500,1,594.2,0,0,5525,39900,1350904927,1350904927,156975153,0,0,0,0,0
379,ICBP,Indofood CBP Sukses Makmur Tbk.,--MO1XNAQ2S000D222------------,10300,10325,24 Jun 2024,10325,10375,10175,10300,0,1715900,17689695000,1621,381.8,10325,100,10300,600000,11661908000,11661908000,2332381600,873000,1332400,155691,1608909975,3
380,ICON,Island Concepts Indonesia Tbk.,--U-4130000000C224-----------X,16,0,24 Jun 2024,0,16,16,16,0,401700,6427200,23,30.7,17,20000,16,278700,1089750000,1089750000,328232700,0,0,0,0,0
381,IDEA,Idea Indonesia Akademi Tbk.,XDU-3000000000E521------------,36,0,24 Jun 2024,0,39,35,39,3,18937900,714533700,1856,27.9,0,0,39,1170900,1062437500,1062437500,0,0,0,0,0,0
382,IDPR,Indonesia Pondasi Raya Tbk.,--U-2130000000J211------------,140,0,24 Jun 2024,0,148,138,142,2,41400,5918900,11,11.1,142,45000,139,1100,2003000000,2003000000,255382500,1600,0,0,0,0
383,IFII,Indonesia Fibreboard Industry Tbk.,XDU-2135000000B151------------,172,0,24 Jun 2024,0,194,170,176,4,46900,8369100,88,167.6,176,300,170,100,9412000000,9412000000,1696042400,14900,3500,0,0,0
384,IFSH,Ifishdeco Tbk.,--U-2135000000B146------------,755,0,24 Jun 2024,0,770,735,770,15,6300,4694500,10,175,770,1000,745,300,2125000000,2125000000,213775000,0,0,0,0,0
385,IGAR,Champion Pacific Indonesia Tbk.,--U-2130000000B131------------,492,0,24 Jun 2024,0,482,472,480,-12,28600,13681400,24,313.7,480,6100,478,10900,972204500,972204500,133969780,0,0,0,0,0
386,IIKP,Inti Agri Resources Tbk,--U-4135000000E321-----------X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,96,0,0,0,0,33600000000,33600000000,24037440000,0,0,0,0,0
387,IKAI,Intikeramik Alamasri Industri Tbk.,--U-4100000000C121-----------X,7,0,24 Jun 2024,0,8,7,8,1,7215400,57719400,24,2.3,8,4922700,7,3129900,13305799387,13305799387,10492953397,0,0,0,0,0
388,IKAN,Era Mandiri Cemerlang Tbk.,--U-4130000000D231-----------X,15,0,24 Jun 2024,0,14,14,14,-1,176200,2466800,25,11.7,14,3145000,0,0,833333000,833333000,333999866,0,0,0,0,0
389,IKBI,Sumi Indo Kabel Tbk.,--U-2130000000C131------------,468,0,24 Jun 2024,0,466,458,462,-6,28100,12979000,10,41.9,462,5100,458,30700,1224000000,1224000000,137455200,0,0,0,0,0
390,IKPM,Ikapharmindo Putramas Tbk.,XDU-2130000000F211------------,204,0,24 Jun 2024,0,228,197,222,18,11372300,2426690000,1161,134.5,226,34800,222,434600,1684662500,343412500,340301825,1340400,420900,0,0,0
391,IMAS,Indomobil Sukses Internasional Tbk.,--M-1805000000E745------------,1280,0,24 Jun 2024,0,1295,1265,1280,0,267200,341743000,115,180.2,1285,3000,1280,33000,3994291039,3994291039,479314925,50200,90000,0,0,0
392,IMJS,Indomobil Multi Jasa Tbk.,--M-2105000000K132------------,158,0,24 Jun 2024,0,165,153,153,-5,19899700,3149944400,1054,30.6,154,14000,153,315600,8654325000,8654325000,694942298,246800,658800,0,0,0
393,IMPC,Impack Pratama Industri Tbk.,--U-1135000000C121------------,350,0,24 Jun 2024,0,350,342,350,0,3060800,1055308600,248,1014.7,350,341000,346,100,54268500000,54268500000,6349414500,686200,102700,0,0,0
394,INAF,Indofarma Tbk.,--U-4105000000F211ME-L-------X,140,0,24 Jun 2024,0,138,136,136,-4,73500,10008000,31,54.4,136,29700,135,1000,3099267500,3099267500,173249053,5500,0,0,0,0
395,INAI,Indal Aluminium Industry Tbk.,--U-2100000000B141------------,179,0,24 Jun 2024,0,185,171,171,-8,191200,33603800,66,62.4,171,1000,170,20100,633600000,633600000,126656640,0,0,0,0,0
396,INCF,Indo Komoditi Korpora Tbk.,--U-4100000000B153-----------X,14,0,24 Jun 2024,0,14,13,14,0,620600,8598300,22,11.4,14,1775800,13,2218000,1438370465,1438370465,621663715,0,0,0,0,0
397,INCI,Intanwijaya Internasional Tbk,--U-2130000000B111------------,530,0,24 Jun 2024,0,545,525,540,10,36200,19275000,30,61.6,540,5800,530,2100,207656617,207656617,98678424,0,0,0,0,0
398,INCO,Vale Indonesia Tbk.,XRSO1XNPM3H000B146------------,4220,4220,24 Jun 2024,4240,4240,4060,4080,-140,13355600,54800453000,6415,1690.4,4090,208000,4080,257800,9936338720,9936338720,2148008087,4249000,642200,140818,446411960,2
399,INDF,Indofood Sukses Makmur Tbk.,--SO1SNAQ6S000D222------------,5975,6025,24 Jun 2024,6025,6025,5925,5925,-50,6285700,37456647500,3598,1014.2,5950,500,5925,532700,8780426500,8780426500,4352457416,4714000,2596300,4057,24340917,3
400,INDO,Royalindo Investa Wijaya Tbk.,--U-2100000000H112------------,101,0,24 Jun 2024,0,108,99,102,1,900000,91732500,100,92.7,102,31700,101,12000,4382844253,4382844253,630252572,0,0,0,0,0
401,INDR,Indo-Rama Synthetics Tbk.,--U-2135000000E413------------,2900,0,24 Jun 2024,0,2900,2810,2890,-10,42100,121821000,40,389.2,2890,400,2880,900,654351707,654351707,50057906,900,0,0,0,0
402,INDS,Indospring Tbk.,CDU-2135000000E111------------,2720,0,24 Jun 2024,0,2950,2600,2800,80,542500,1496608000,295,262.5,2850,5000,2800,182700,656249710,656249710,69824969,19100,20500,0,0,0
403,INDX,Tanah Laut Tbk,--U-2130000000C232------------,79,0,24 Jun 2024,0,80,78,78,-1,159800,12541100,62,6.2,79,36100,78,49000,437913588,437913588,77160374,0,0,0,0,0
404,INDY,Indika Energy Tbk.,--U-1835M60000A121------------,1225,0,24 Jun 2024,0,1230,1205,1225,0,1351500,1648617000,852,41.5,1230,163800,1225,51300,5210192000,5210192000,1756876742,407700,226800,0,0,0
405,INET,Sinergi Inti Andalan Prima Tbk.,--U-2130000000J311------------,52,0,24 Jun 2024,0,54,51,53,1,108756500,5743862200,9706,52.5,53,574000,51,4124000,7500042387,7500042387,1422006487,5532800,310200,0,0,0
406,INKP,Indah Kiat Pulp & Paper Tbk.,CDSO1XDQU10000B152------------,8800,8875,24 Jun 2024,8875,8975,8750,8775,-25,2836300,25076890000,3837,452.2,8800,500,8775,143500,5470982941,5470982941,1947122829,2174000,822600,0,0,0
407,INOV,Inocycle Technology Group Tbk.,--U-2100000000E413------------,62,0,24 Jun 2024,0,68,61,63,1,428300,27434400,68,25.2,66,7300,63,127400,1808221900,1808221900,371227956,209500,25500,0,0,0
408,INPC,Bank Artha Graha Internasional Tbk.,--U-1105000000G111------------,55,0,24 Jun 2024,0,57,55,56,1,1047200,58577100,91,0.3,57,340100,56,9800,20021178779,20021178779,9704265354,0,4200,0,0,0
409,INPP,Indonesian Paradise Property Tbk.,--U-2105000000H111------------,1080,0,24 Jun 2024,0,1085,1075,1085,5,1117600,1207740000,77,1033.3,1085,97600,1080,6300,11181971732,11181971732,256067153,1117500,1112600,0,0,0
410,INPS,Indah Prakasa Sentosa Tbk.,--U-2100000000A112------------,121,0,24 Jun 2024,0,122,119,121,0,75800,9110300,79,43.8,121,35800,120,1700,650000000,650000000,93080000,0,0,0,0,0
411,INRU,Toba Pulp Lestari Tbk.,--U-2105000000B152------------,454,0,24 Jun 2024,0,470,450,460,6,7000,3196200,9,4.7,474,1100,450,2800,1388883283,1388883283,75277474,0,0,0,0,0
412,INTA,Intraco Penta Tbk.,--U-4100000000C141-E---------X,9,0,24 Jun 2024,0,9,9,9,0,16800,151200,3,6.3,10,19246500,9,119300,3343935022,3343935022,1203482214,0,0,0,0,0
413,INTD,Inter Delta Tbk,--U-2130000000B152------------,110,0,24 Jun 2024,0,116,108,112,2,748100,83683800,90,34.5,112,1100,111,3000,591828000,591828000,66817381,0,0,0,0,0
414,INTP,Indocement Tunggal Prakarsa Tbk.,XDSO1HATM36000B121------------,7450,7450,24 Jun 2024,7450,7500,7300,7325,-125,2415900,17897655000,2038,293,7350,300,7325,200,3681231699,3681231699,1545012944,1208500,211500,0,0,0
415,IOTF,Sumber Sinergi Makmur Tbk.,--U-2130000000I231------------,61,0,24 Jun 2024,0,66,56,62,1,2967300,183340500,2243,62,62,174900,61,374500,5287342933,3719842933,1099824000,174000,148900,0,0,0
416,IPAC,Era Graharealty Tbk.,--U-3000000000H111------------,92,0,24 Jun 2024,0,91,87,89,-3,2300,204500,13,74.2,91,3600,89,100,949868500,949868500,0,0,0,0,0,0
417,IPCC,Indonesia Kendaraan Terminal Tbk.,--S-1135050000J113------------,660,0,24 Jun 2024,0,665,650,655,-5,1532500,1005517000,665,39.9,655,105200,650,898100,1818384820,1818384820,407863715,43300,2500,24300,16190000,7
418,IPCM,Jasa Armada Indonesia Tbk.,CDU-2135000000J113------------,276,0,24 Jun 2024,0,280,276,280,4,3815900,1062522200,522,73.7,280,808700,278,279000,5284811100,5284811100,636291256,43800,135600,0,0,0
419,IPOL,Indopoly Swakarsa Industry Tbk.,--U-2130000000B131------------,135,0,24 Jun 2024,0,143,133,142,7,121500,17026500,48,67.6,142,37000,139,4300,6443379509,6443379509,1198468589,800,0,0,0,0
420,IPPE,Indo Pureco Pratama Tbk.,--U-4130000000D232-----------X,10,0,24 Jun 2024,0,11,10,11,1,810100,8123600,50,11,11,347500,10,2240400,4600000000,4600000000,2453640000,0,0,0,0,0
421,IPTV,MNC Vision Networks Tbk.,--U-4135000000E613-----------X,20,0,24 Jun 2024,0,22,22,22,2,34217300,752780600,220,9.2,0,0,22,80890700,42197950841,42197950841,13756531974,0,0,0,0,0
422,IRRA,Itama Ranoraya Tbk.,--U-2130000000F112------------,480,0,24 Jun 2024,0,480,472,472,-8,807200,383940200,169,126.2,474,68000,472,34600,1600000000,397400000,252000000,0,0,0,0,0
423,IRSX,Aviana Sinar Abadi Tbk.,--U-4130000000I131-----------X,15,0,24 Jun 2024,0,14,14,14,-1,65251400,913519600,337,13.9,14,52323900,0,0,5000347646,5000347646,984568260,0,0,0,0,0
424,ISAP,Isra Presisi Indonesia Tbk.,--U-3000000000E111------------,7,0,24 Jun 2024,0,8,7,7,0,3229900,23026400,104,7.3,8,14397400,7,5768200,4020074978,4020074978,0,0,0,0,0,0
425,ISAT,Indosat Tbk.,XDMO1H3HF23000J321------------,10425,10550,24 Jun 2024,10550,10700,10425,10500,75,2823600,29825700000,1900,750,10650,138200,10500,3400,8062702740,8062702740,1319864439,1125300,1689600,0,0,0
426,ISSP,Steel Pipe Industry of Indonesia Tbk.,--S-1135000000B144------------,272,0,24 Jun 2024,0,274,266,272,0,1224100,329769600,176,92.2,272,5200,270,128500,7185992035,7185992035,2418804919,22200,0,0,0,0
427,ITIC,Indonesian Tobacco Tbk.,XDU-2100000000D311------------,252,0,24 Jun 2024,0,262,246,256,4,149100,37567000,60,116.4,256,78100,252,3700,940720000,940720000,274031736,42000,39700,0,0,0
428,ITMA,Sumber Energi Andalan Tbk.,--U-2130000000A132------------,915,0,24 Jun 2024,0,930,915,925,10,34013900,31399989000,752,266.2,925,99500,920,242000,999053167,999053167,574755287,700,8510100,0,0,0
429,ITMG,Indo Tambangraya Megah Tbk.,--SO1SDEU73000A121------------,24250,24250,24 Jun 2024,24225,24250,23875,23900,-350,923700,22102470000,2766,170.7,23925,100,23900,8300,1129925000,1129925000,392422953,686000,61800,0,0,0
430,JARR,Jhonlin Agro Raya Tbk.,--M-1105000000D232------------,306,0,24 Jun 2024,0,360,306,350,44,3412700,1139435000,507,116.7,350,206300,348,500,9230665050,9230665050,1223063119,291400,447100,0,0,0
431,JAST,Jasnita Telekomindo Tbk.,--U-4130000000J311-----------X,31,0,24 Jun 2024,0,33,32,32,1,798000,25574400,30,13,32,132400,31,453300,1082575738,1082575738,468971762,0,0,0,0,0
432,JATI,Informasi Teknologi Indonesia Tbk.,--U-2130000000I111------------,50,0,24 Jun 2024,0,50,50,50,0,5700,285000,32,50,50,8958600,0,0,3262520106,3262520106,652502581,0,0,0,0,0
433,JAWA,Jaya Agra Wattie Tbk.,--U-2105000000D232---L--------,80,0,24 Jun 2024,0,80,73,80,0,78800,6261400,29,16,80,85500,79,142400,16232951842,16232951842,754832261,0,20100,0,0,0
434,JAYA,Armada Berjaya Trans Tbk.,--U-2130000000K211------------,81,0,24 Jun 2024,0,84,82,82,1,427800,35213900,138,33.7,83,11900,82,78500,798499394,798499394,259192903,0,0,0,0,0
