No,Kode Saham,Nama Perusahaan,Remarks,Sebelumnya,Open Price,Tanggal Perdagangan Terakhir,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
814,SULI,SLJ Global Tbk.,--U-2130000000B151------------,92,0,24 Jun 2024,0,94,91,92,0,454000,41884300,38,1.3,93,32100,92,235700,5730581103,5730581103,1773395400,254900,117600,0,0,0
815,SUNI,Sunindo Pratama Tbk.,CDU-1130000000A132------------,472,0,24 Jun 2024,0,480,466,470,-2,147300,69625000,93,156.7,472,17100,470,13300,2500000000,2500000000,600000000,0,0,0,0,0
816,SUPR,Solusi Tunas Pratama Tbk.,--U-4135000000J321-----------X,39125,0,24 Jun 2024,0,0,0,39125,0,0,0,0,1201.6,39100,600,0,0,1137579698,1137579698,455032,0,0,0,0,0
817,SURE,Super Energy Tbk.,--U-2105000000A111------------,2500,0,24 Jun 2024,0,2480,2470,2470,-30,17800,44045000,2,1593.5,2490,210000,0,0,1497576771,1497576771,115163654,0,0,0,0,0
818,SURI,Maja Agung Latexindo Tbk.,--U-2130000000F112------------,140,0,24 Jun 2024,0,143,129,131,-9,61482600,8401576400,7776,77.1,131,303900,130,56100,6334375000,1266875000,1266875000,927200,224400,0,0,0
819,SWAT,Sriwahana Adityakarta Tbk.,--U-4100000000B152---L-------X,15,0,24 Jun 2024,0,14,14,14,-1,2400,33600,3,8.8,14,1139000,0,0,3019200000,3019200000,332112000,0,0,0,0,0
820,SWID,Saraswanti Indoland Development Tbk.,--U-2130000000H111------------,68,0,24 Jun 2024,0,69,66,69,1,103200,7034900,15,34.5,70,29500,68,37600,5385019201,5385019201,1109852457,15200,0,0,0,0
821,TALF,Tunas Alfin Tbk.,--U-2130000000B131------------,338,0,24 Jun 2024,0,348,328,342,4,400,136000,4,86.6,340,100,324,300,1353435000,1353435000,106921365,0,0,0,0,0
822,TAMA,Lancartama Sejati Tbk.,--U-4130000000J211-----------X,7,0,24 Jun 2024,0,7,7,7,0,168000,1176000,7,4,7,633800,6,1152100,1200000696,1200000696,448800260,0,0,0,0,0
823,TAMU,Pelayaran Tamarin Samudra Tbk.,--U-4130000000A132-----------X,5,0,24 Jun 2024,0,5,5,5,0,159300,796500,21,45.7,5,2327000,4,579800,37500000000,37500000000,7500000000,0,0,0,0,0
824,TAPG,Triputra Agro Persada Tbk.,--M-1175006000D232------------,565,0,24 Jun 2024,0,565,555,560,-5,3502000,1955184500,474,280,560,422300,555,1523800,19852540000,19852540000,2620535280,1501400,504600,0,0,0
825,TARA,Agung Semesta Sejahtera Tbk.,--U-4100000000H111-----------X,5,0,24 Jun 2024,0,5,5,5,0,206900,1034500,12,4.7,5,690800,4,2272000,10069645750,10069645750,6951076461,0,0,0,0,0
826,TAXI,Express Transindo Utama Tbk.,--U-4130000000K132-----------X,1,0,24 Jun 2024,0,2,1,2,1,8001200,13813400,1984,0.4,2,125918600,1,240879300,10223647156,10223647156,10223647156,0,0,0,0,0
827,TAYS,Jaya Swarasa Agung Tbk.,--U-2130000000D222------------,66,0,24 Jun 2024,0,66,50,64,-2,2476900,157609000,213,17.8,64,905500,63,35500,1098920000,1098920000,270334320,0,0,0,0,0
828,TBIG,Tower Bersama Infrastructure Tbk.,XDM-180L9B6000J321------------,1755,0,24 Jun 2024,0,1785,1730,1760,5,4889100,8620187500,1485,434.6,1765,10300,1760,67900,22656999445,22656999445,2317811043,3198300,658100,0,0,0
829,TBLA,Tunas Baru Lampung Tbk.,CDS-1105000000D222------------,650,0,24 Jun 2024,0,670,650,670,20,3926600,2587468500,486,154.9,675,72800,670,731600,6025373372,6025373372,2438468604,16500,415300,0,0,0
830,TBMS,Tembaga Mulia Semanan Tbk.,CDU-2130000000B142------------,870,0,24 Jun 2024,0,870,750,855,-15,49500,40086500,57,242.6,870,4500,855,14500,734680000,734680000,72586384,0,3800,0,0,0
831,TCID,Mandom Indonesia Tbk.,XDU-2135000000D421------------,2480,0,24 Jun 2024,0,2480,2480,2480,0,500,1240000,1,487.3,2600,1000,2480,2300,402133334,402133334,58912533,0,500,0,0,0
832,TCPI,Transcoal Pacific Tbk.,--U-2135000000A122------------,7275,0,24 Jun 2024,0,7475,7150,7475,200,10193000,74743405000,2091,5416.7,7475,8100,7450,51000,5000000000,5000000000,1100000000,421700,352800,0,0,0
833,TDPM,Tianrong Chemicals Industry Tbk.,--U-4105000000B111---L-------X,119,0,24 Jun 2024,0,0,0,119,0,0,0,0,52.2,0,0,0,0,10485050500,10485050500,2882340382,0,0,0,0,0
834,TEBE,Dana Brata Luhur Tbk.,--U-1130000000A122------------,665,0,24 Jun 2024,0,680,665,680,15,108600,73243000,122,62.1,680,49300,675,29300,1285000000,1285000000,420323500,0,15000,0,0,0
835,TECH,Indosterling Technomedia Tbk.,--U-4100000000I121---L-------X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,31.3,0,0,0,0,1256300000,1256300000,294476720,0,0,0,0,0
836,TELE,Omni Inovasi Indonesia Tbk.,--U-4100000000E711-ED--------X,3,0,24 Jun 2024,0,3,2,2,-1,1266800,2633200,44,0.6,3,7461500,2,22821400,7310929389,7310929389,1764858355,0,0,0,0,0
837,TFAS,Telefast Indonesia Tbk.,--U-2130000000I111------------,104,0,24 Jun 2024,0,107,102,104,0,114600,11944000,84,57.8,104,6300,103,29800,1666666500,1666666500,432333290,400,0,0,0,0
838,TFCO,Tifico Fiber Indonesia Tbk.,--U-4135000000E413-----------X,635,0,24 Jun 2024,0,0,0,635,0,0,0,0,143.9,695,100,635,50000,4823076400,4823076400,39549226,0,0,0,0,0
839,TGKA,Tigaraksa Satria Tbk.,--U-2135000000D222------------,6725,0,24 Jun 2024,0,6975,6525,6975,250,700,4770000,7,5731.8,6825,1000,6525,300,918492750,918492750,78806678,0,0,0,0,0
840,TGRA,Terregra Asia Energy Tbk.,--U-4100000000J411----S------X,14,0,24 Jun 2024,0,14,14,14,0,106000,1484000,16,7,14,193000,13,298500,2750000000,2750000000,2169475000,0,0,0,0,0
841,TGUK,Platinum Wahab Nusantara Tbk.,--U-2130000000D221------------,50,0,24 Jun 2024,0,50,50,50,0,11300,565000,9,45.5,50,107155800,0,0,3571448959,3547698959,552859428,0,6800,0,0,0
842,TIFA,KDB Tifa Finance Tbk.,--U-4105000000G211-----------X,370,0,24 Jun 2024,0,0,0,370,0,0,0,0,472.1,370,4600,350,2000,3552213000,3552213000,12787967,0,0,0,0,0
843,TINS,Timah Tbk.,--U-183FD50000B146------------,810,0,24 Jun 2024,0,845,805,835,25,19461300,15986187000,2698,426.7,835,120800,830,269300,7447753454,7447753454,2603734608,3177800,2854500,0,0,0
844,TIRA,Tira Austenite Tbk,--U-2130000000C211------------,358,0,24 Jun 2024,0,360,276,342,-16,4100,1344800,21,153.5,342,1300,336,100,588000000,588000000,104076000,0,0,0,0,0
845,TIRT,Tirta Mahakam Resources Tbk,--U-4100000000B151-E---------X,15,0,24 Jun 2024,0,14,14,14,-1,235300,3294200,11,6.4,15,12000,14,5000,1011774750,1011774750,219251588,0,0,0,0,0
846,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,CDS-1835F73000B152------------,8175,0,24 Jun 2024,0,8375,8150,8350,175,2293400,18961822500,4166,516.3,8375,13500,8350,11600,3113223570,3113223570,888202685,347500,318200,0,0,0
847,TLDN,Teladan Prima Agro Tbk.,--U-2135000000D232------------,444,0,24 Jun 2024,0,444,438,444,0,148100,65165000,78,76.6,444,24300,442,100,12946530200,12946530200,992998866,1500,7200,0,0,0
848,TLKM,Telkom Indonesia (Persero) Tbk.,--SO1XNSWWS000J312------------,2950,2930,24 Jun 2024,2930,2980,2910,2950,0,111618800,329373615000,12604,1550.3,2960,50900,2950,202500,99062216600,99062216600,47361645756,83995500,94099300,73256536,215484481200,8
849,TMAS,Temas Tbk.,--M-1135000000K211------------,152,0,24 Jun 2024,0,156,152,153,1,3957100,609974500,417,3518.9,154,1000,153,193600,57051500000,57051500000,8546314700,339700,215900,0,0,0
850,TMPO,Tempo Intimedia Tbk.,--U-2130000000E614------------,67,0,24 Jun 2024,0,68,65,67,0,5000,334500,13,23.3,67,2700,66,10000,1058333250,1058333250,238124981,0,0,0,0,0
851,TNCA,Trimuda Nuansa Citra Tbk.,--U-2130000000K211------------,139,0,24 Jun 2024,0,142,136,137,-2,285500,39189500,68,91.3,137,3400,136,18300,421640000,421640000,151326596,0,0,0,0,0
852,TOBA,TBS Energi Utama Tbk.,--S-1105000000A121------------,220,0,24 Jun 2024,0,228,216,222,2,6560800,1461514200,941,46.8,222,157400,220,275000,8167826970,8167826970,1891293255,434200,1845100,0,0,0
853,TOOL,Rohartindo Nusantara Luas Tbk.,--U-2130000000E743------------,50,0,24 Jun 2024,0,53,50,52,2,2843600,145131800,94,40.9,52,124800,51,675600,2050016372,2050016372,410003083,0,0,0,0,0
854,TOPS,Totalindo Eka Persada Tbk.,--U-4100000000J211---L-------X,1,0,24 Jun 2024,0,2,1,1,0,298620100,403601000,3979,1.6,2,111324700,1,1553402300,33330000000,33330000000,12348765000,0,0,0,0,0
855,TOSK,Topindo Solusi Komunika Tbk.,--U-2130000000I111------------,62,0,24 Jun 2024,0,65,61,64,2,280206900,17440685600,1585,51.2,64,622700,63,1134900,4375000000,875000000,864062500,3532200,3866100,0,0,0
856,TOTL,Total Bangun Persada Tbk.,XDS-1135000000J211------------,510,0,24 Jun 2024,0,535,515,525,15,8686500,4587438000,1061,188.7,530,115400,525,87400,3410000000,3410000000,1020272000,197000,5156600,0,0,0
857,TOTO,Surya Toto Indonesia Tbk.,XDU-4135000000C121-----------X,202,0,24 Jun 2024,0,202,200,202,0,436900,87490400,87,655.3,202,45000,200,1151100,10320000000,10320000000,920544000,381700,202600,0,0,0
858,TOWR,Sarana Menara Nusantara Tbk.,--SO1U0L948000J321------------,700,705,24 Jun 2024,700,705,675,675,-25,42948700,29344464000,7503,3215.4,680,438000,675,2625700,51014625000,51014625000,21421041038,32819300,10700100,0,0,0
859,TOYS,Sunindo Adipersada Tbk.,--U-4130000000E321M--L-------X,5,0,24 Jun 2024,0,5,5,5,0,1898800,9494000,64,1.4,5,2839200,4,4401900,1435000712,1435000712,565820781,0,0,0,0,0
860,TPIA,Chandra Asri Pacific Tbk.,--U-283DB40000B111------------,8625,0,24 Jun 2024,0,8825,8575,8825,200,16677300,144572700000,4747,8980.5,8825,91600,8800,28300,86511545092,86511545092,14386869949,3913900,5656600,0,0,0
861,TPMA,Trans Power Marine Tbk.,--S-1135000000A122------------,695,0,24 Jun 2024,0,720,695,700,5,4522200,3215491500,763,334.3,700,20600,695,142100,2633300000,2633300000,837740507,217000,1636100,0,0,0
862,TRAM,Trada Alam Minera Tbk.,--U-4105000000A121---L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,41.3,0,0,0,0,49643627934,49643627934,26241621726,0,0,0,0,0
863,TRGU,Cerestar Indonesia Tbk.,--U-1105000000D222------------,199,0,24 Jun 2024,0,204,190,202,3,402700,80875700,83,96.2,202,104000,200,39000,7945412700,7945412700,1500093918,39900,0,0,0,0
864,TRIL,Triwira Insanlestari Tbk.,--U-4100000000C211---L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,12.5,0,0,0,0,1200000000,1200000000,336360000,0,0,0,0,0
865,TRIM,Trimegah Sekuritas Indonesia Tbk.,--S-1105000000G312------------,242,0,24 Jun 2024,0,248,240,246,4,156600,38371600,26,247.9,248,154100,246,262900,7109300000,7109300000,3480002350,0,0,0,0,0
866,TRIN,Perintis Triniti Properti Tbk.,--U-2100000000H111------------,106,0,24 Jun 2024,0,108,106,108,2,207200,22058700,37,54,108,34800,107,66800,4551457323,4551457323,538437401,32200,0,0,0,0
867,TRIO,Trikomsel Oke Tbk.,--U-4105000000E742-E---------X,426,0,24 Jun 2024,0,0,0,426,0,0,0,0,189.1,0,0,0,0,26007494645,26007494645,1570852677,0,0,0,0,0
868,TRIS,Trisula International Tbk.,--M-2130000000E411------------,206,0,24 Jun 2024,0,212,202,202,-4,758200,157102000,167,67.3,204,7600,202,23200,3141443831,3141443831,504830024,35700,0,0,0,0
869,TRJA,Transkon Jaya Tbk.,--U-2100000000K132------------,174,0,24 Jun 2024,0,177,168,175,1,605500,104850700,138,70,175,73700,172,100,1510200000,1510200000,123685380,1700,0,0,0,0
870,TRON,Teknologi Karya Digital Nusa Tbk.,--S-2830030000I131------------,105,0,24 Jun 2024,0,110,88,89,-16,82107100,8168583600,3827,49.4,91,3600,88,142000,2951290522,2937401522,746971236,5657700,3195600,3684700,386893500,1
871,TRST,Trias Sentosa Tbk.,--U-2135000000B131------------,500,0,24 Jun 2024,0,500,490,500,0,41000,20291000,15,298.3,500,80000,442,2500,2808000000,2808000000,930290400,0,300,0,0,0
872,TRUE,Triniti Dinamik Tbk.,--U-4130000000H111-----------X,13,0,24 Jun 2024,0,13,12,13,0,97700,1223100,15,13,13,714300,12,867200,7571107860,7571107860,1514935523,0,0,0,0,0
873,TRUK,Guna Timur Raya Tbk.,--U-2130000000K211------------,52,0,24 Jun 2024,0,52,50,52,0,233600,11809100,24,22.6,51,83500,50,594400,435000000,435000000,139330500,0,0,0,0,0
874,TRUS,Trust Finance Indonesia Tbk,--U-2100000000G211------------,386,0,24 Jun 2024,0,386,366,386,0,800,305200,3,454.1,384,100,364,200,800000000,800000000,205280000,0,0,0,0,0
875,TSPC,Tempo Scan Pacific Tbk.,--M-1135000000F211------------,1990,0,24 Jun 2024,0,2030,1990,2020,30,2844200,5720071500,332,360.4,2020,273600,1990,31300,4509864300,4509864300,574556712,771300,850400,0,0,0
